Store Code,City,District,Region,Latitude,Longitude,,,,,,,,,,,,,
2007,Jeddah,Taiba,Jeddah,21.79703381,39.13750951,,,,,,,,,,,,,
2008,Jeddah,Al-Hamdaniya,Jeddah,21.76194558,39.19857584,,,,,,,,,,,,,
2009,Khamis Meshiet,Al-Darb,Khamis Meshiet,18.30578006,42.72970198,,,,,,,,,,,,,
2010,Makkah,Al-Nuzha,Makkah,21.43413919,39.79347155,,,,,,,,,,,,,
2011,Taif,Al-Wesam,Taif,21.22132678,40.37181096,,,,,,,,,,,,,
2012,Makkah,Al-Khadraa,Makkah,21.47983103,39.93646763,,,,,,,,,,,,,
2013,Taif,Al-Hawiyah,Taif ,21.44919904,40.51056001,,,,,,,,,,,,,
2014,Taif,Al-Qutbiyyah,Taif,21.28416555,40.43242887,,,,,,,,,,,,,
2015,Al-Khobar,Al-Khuzama,Al-Khobar,26.20294842,50.1888889,,,,,,,,,,,,,
2016,Dammam,Al-Nazhaa,Dammam,26.41005809,50.11067428,,,,,,,,,,,,,
2017,Dammam,Al-Anoud,Dammam,26.44389133,50.08062817,,,,,,,,,,,,,
2018,Dammam,Al-Nada,Dammam,26.36588857,50.06944708,,,,,,,,,,,,,
2019,Al-Aqiq,Jefen,Al-Aqiq,20.27022176,41.65281493,,,,,,,,,,,,,
2020,Baljurashi,Al-Amer,Baljurashi,19.86601472,41.56810936,,,,,,,,,,,,,
2021,Jeddah,Al-Salhiya,Jeddah,21.76162619,39.22333096,,,,,,,,,,,,,
2022,Al-Mandaq,Musaylah,Al-Mandaq,20.14458984,41.29168643,,,,,,,,,,,,,
2023,Al-Baha,Al-Haweya,Al-Baha,20.01225374,41.46485775,,,,,,,,,,,,,
2024,Jeddah,Al-Samer,Jeddah,21.59585917,39.24883873,,,,,,,,,,,,,
2025,Jeddah,Al-Zahraa,Jeddah,21.59207582,39.14156395,,,,,,,,,,,,,
2026,Bisha,King Abdallah district,Bisha,19.97979851,42.59511257,,,,,,,,,,,,,
2027,Jeddah,Al-Sawari,Jeddah,21.79284725,39.09051128,,,,,,,,,,,,,
2028,Jeddah,Al-Naseem,Jeddah,21.52010544,39.22280355,,,,,,,,,,,,,
2029,Dammam,Al-Nur,Dammam,26.42039455,50.02197454,,,,,,,,,,,,,
2030,Al-Namas,Al-Sad,Al-Namas,19.09785509,42.13015609,,,,,,,,,,,,,
2031,Makkah,Wali Al-Ahed,Makkah,21.33534537,39.69243733,,,,,,,,,,,,,
2032,Makkah,Wali Al-Ahd,Makkah,21.33968605,39.69538373,,,,,,,,,,,,,
2033,Mahayel Asir,Al-Ganadrea,Mahayel Asir,18.53006508,42.05727448,,,,,,,,,,,,,
2034,Al-Makhwah,Al-Marwah,Al-Makhwah,19.78133778,41.43806108,,,,,,,,,,,,,
2035,Al-Qunfudhah,Al-Naimyyah,Al-Qunfudhah,19.12641219,41.08164978,,,,,,,,,,,,,
2036,Saihat,Al-Kawther,Saihat,26.47971379,50.05532331,,,,,,,,,,,,,
2037,Al-Khobar,Al-Khobar Al-Shamalia,Al-Khobar,26.29419824,50.21745074,,,,,,,,,,,,,
2038,Bariq,Asir,Bariq,18.93483412,41.93056131,,,,,,,,,,,,,
2039,Mahayel Asir,Al-Nuzha,Mahayel Asir,18.54382843,42.05593763,,,,,,,,,,,,,
2040,Riyadh,Al-Munsiyah,Riyadh,24.83346867,46.76730071,,,,,,,,,,,,,
2041,Riyadh,Al-Janadriyah,Riyadh,24.83921898,46.88069514,,,,,,,,,,,,,
2042,Al-Darb,Al-Darb,Jizan,17.74207962,42.28104929,,,,,,,,,,,,,
2043,Taif,Al-Wasiliyah,Taif,21.50924487,40.50138632,,,,,,,,,,,,,
2044,Al-Mubarraz,Al-fath,Al-Ahsa,25.43518022,49.57295897,,,,,,,,,,,,,
2045,Al-Hofuf,Al Muthallath,Al-Ahsa,25.35418264,49.59749167,,,,,,,,,,,,,
2046,Dammam,Al-Faisaliah,Dammam,26.38181311,50.07096444,,,,,,,,,,,,,
2047,Jeddah,Al-Hamadaniyyah,Jeddah,21.75495709,39.18569488,,,,,,,,,,,,,
2048,Jeddah,Al-Aziziyah,Jeddah,21.54891108,39.18505523,,,,,,,,,,,,,
2049,Riyadh,Towaik,Riyadh,24.56277624,46.52880442,,,,,,,,,,,,,
2050,Al-Hofuf,Almubarakiyah,Al-Ahsa,25.36442705,49.61463222,,,,,,,,,,,,,
2051,Madina,Qoubaa,Madina,24.44004514,39.61231913,,,,,,,,,,,,,
2052,Jeddah,Al-Riyadh,Jeddah,21.84659829,39.19460958,,,,,,,,,,,,,
2053,Riyadh,Al-Khalideyyah,Riyadh,24.61919909,46.757507,,,,,,,,,,,,,
2054,Madina,AL-Mekat,Madina,24.42642695,39.54874662,,,,,,,,,,,,,
2055,Jeddah,Al-Baghdadiyah Al-Gharbiyah,Jeddah,21.50796202,39.17970373,,,,,,,,,,,,,
2056,Jeddah,Al-Bawadi,Jeddah,21.59801752,39.16183821,,,,,,,,,,,,,
2057,Samtah,Al-Rawdah,Jizan,16.60435934,42.93635121,,,,,,,,,,,,,
2058,Abu Areesh,Al-Zohor,Jizan,16.9766522,42.8339325,,,,,,,,,,,,,
2059,Al-Ardah,Al-Rawaby,Jizan,17.0355243,43.0791293,,,,,,,,,,,,,
2060,Bisha,King Abdallah district,Bisha,19.97831634,42.59510102,,,,,,,,,,,,,
2061,Bisha,Al-Rawshan,Bisha,20.00310388,42.59231949,,,,,,,,,,,,,
2062,Dammam,Al-Muhammadiyah,Dammam,26.45961114,50.06113849,,,,,,,,,,,,,
2063,Al-Majarda,Al-Adalah,Al-Majarda,19.10909829,41.9261296,,,,,,,,,,,,,
2064,Najran,University District,Najran,17.6440383,44.4733717,,,,,,,,,,,,,
2065,Khamis Meshiet,Al-Azizea,Khamis Meshiet,18.30769354,42.75310507,,,,,,,,,,,,,
2066,Ahad Rofida,Aseer,Ahad Rofida,18.18786171,42.82502345,,,,,,,,,,,,,
2067,Al-Qunfudhah,Al-Azhar,Al-Qunfudhah,19.11836603,41.08540529,,,,,,,,,,,,,
2068,Taif,Al-Wasit,Taif,21.47339583,40.46828975,,,,,,,,,,,,,
2069,Taif,Al-Naseem,Taif,21.26327893,40.45966863,,,,,,,,,,,,,
2070,Unayzah,Al-Zolfi,Unayzah,26.09323835,44.00669123,,,,,,,,,,,,,
2071,Unayzah,Al-Fakhriyyah,Unayzah,26.06494036,43.97415489,,,,,,,,,,,,,
2072,Al-Rass,Al-Hazm,Al-Qassim,25.87494737,43.52365619,,,,,,,,,,,,,
2073,Buraydah,Sultanah,Buraydah,26.37497888,43.90093463,,,,,,,,,,,,,
2074,Al-Rass,Al-hazm,Al-Qassim,25.86615269,43.51628101,,,,,,,,,,,,,
2075,Buraydah,El-Nahdah,Buraydah,26.40573813,43.93498206,,,,,,,,,,,,,
2076,Buraydah,Al-Nakheel,Buraydah,26.36175907,43.90615496,,,,,,,,,,,,,
2077,Hail,Al-Khuzama,Hail,27.57706846,41.73143719,,,,,,,,,,,,,
2078,Hail,Al-Noqra,Hail,27.57706919,41.73143642,,,,,,,,,,,,,
2079,Hail,Al-Wadi,Hail,27.42001916,41.58580802,,,,,,,,,,,,,
2080,Tabuk,Al Rayan,Tabuk,28.45503957,36.55217697,,,,,,,,,,,,,
2081,Tabuk,Almuruj Alawal,Tabuk,28.41870431,36.57332492,,,,,,,,,,,,,
2082,Arar,Al Dahiya,Arar,30.92547869,41.09605892,,,,,,,,,,,,,
2083,Arar,Almabarakiya,Arar,30.95651101,41.00490773,,,,,,,,,,,,,
2084,Arar,Badnah,Arar,30.98926832,41.00836327,,,,,,,,,,,,,
2085,Dammam,AL-Forsan,Dammam,26.36745628,49.96436381,,,,,,,,,,,,,
2086,Al-Qatif,Al Majidiyah,Al-Qatif,26.53840116,50.02515554,,,,,,,,,,,,,
2087,Tabuk,Muruj Al Ameer,Tabuk,28.42396787,36.56931562,,,,,,,,,,,,,
2088,Madina,Teiba,Madina,24.48314317,39.53725037,,,,,,,,,,,,,
2089,Al-Qurayyat,Al-Naseem,Al-Jouf,31.31451947,37.34560061,,,,,,,,,,,,,
2090,Jeddah,Al-Manar,Jeddah,21.61218167,39.24027104,,,,,,,,,,,,,
2091,Jeddah,Mada'en Al-Fahd,Jeddah,21.45996059,39.24644935,,,,,,,,,,,,,
2092,Taif,Rehab,Taif,21.44913355,40.44369636,,,,,,,,,,,,,
2093,Al-Namas,Aaal Omar,Al-Namas,19.12686502,42.12991934,,,,,,,,,,,,,
2094,Al-Qunfudhah,Al-khaldeya,Al-Qunfudhah,19.13362415,41.07841872,,,,,,,,,,,,,
2095,Jizan,Airport District,Jizan,16.8923947,42.5589447,,,,,,,,,,,,,
2096,Najran,Aba Alseood District,Najran,17.4900772,44.1347375,,,,,,,,,,,,,
2097,Al-Baha,Rahwat Albar,Al-Baha,20.04820851,41.44824454,,,,,,,,,,,,,
2098,Abha,Aal Ghalith,Abha,18.24241231,42.61035607,,,,,,,,,,,,,
2099,Baljurashi,Al-Saraa,Baljurashi,19.86436538,41.56491593,,,,,,,,,,,,,
2300,Jeddah,Al-Naseem,Jeddah,21.52265161,39.23960948,,,,,,,,,,,,,
2301,Al-Makhwah,El-Hawager,Al-Makhwah,19.77629311,41.43624922,,,,,,,,,,,,,
2302,Al-Muzaylif,Al-Muzaylif,Al-Muzaylif,19.53530452,41.04943696,,,,,,,,,,,,,
2303,Samtah,Al-Jaradiyah,Jazan,16.59005624,42.92586007,,,,,,,,,,,,,
2304,Al-Zulfi,Al-Andalus,Al-Qassim,26.30248983,44.83265156,,,,,,,,,,,,,
2305,Jeddah,Al-Ajwad,Jeddah,21.59719372,39.25428305,,,,,,,,,,,,,
2306,Jeddah,Al-Balad,Jeddah,21.48604118,39.18256775,,,,,,,,,,,,,
2307,Jeddah,Al-Waha,Jeddah,21.56717302,39.24905739,,,,,,,,,,,,,
2308,Riyadh,Dhahrat Laban,Riyadh,24.62085625,46.53267838,,,,,,,,,,,,,
2309,Shaqra,Al-Rawdah,Riyadh,25.23734625,45.25095835,,,,,,,,,,,,,
2310,Al-Khobar,Madinat Al Umal,Al-Khobar,26.28362454,50.19985949,,,,,,,,,,,,,
2311,Turaif,Sultana,Northern Borders,31.67124751,38.6683269,,,,,,,,,,,,,
2312,Turaif,Al-Shifa,Northern Borders,31.65607157,38.66970465,,,,,,,,,,,,,
2313,Taif,Al-Hawiyah,Taif,21.43631685,40.48861415,,,,,,,,,,,,,
2314,Baljurashi,Al-Mohammadeah,Baljurashi,19.8648056,41.57333263,,,,,,,,,,,,,
2315,Al-Qurayyat,Prince Abd-Alellah bin Abdelziz,Al-Jouf,31.38031978,37.29290343,,,,,,,,,,,,,
2316,Al-Baha,Al-Raib,Al-Baha,20.01654867,41.47141599,,,,,,,,,,,,,
2317,Al-Majmaah,King Fahd,Riyadh,25.90213807,45.33986102,,,,,,,,,,,,,
2318,Bisha,Al-Khuzama,Bisha,20.02322182,42.62249995,,,,,,,,,,,,,
2319,Taif,Al-Qamariah,Taif,21.27524764,40.43340438,,,,,,,,,,,,,
2320,Anak,Al-Bostan,Al-Qatif,26.5192005,50.03364453,,,,,,,,,,,,,
2321,Tabuk,Al-Safa,Tabuk,28.37224497,36.52131829,,,,,,,,,,,,,
2322,Jizan,Al-shaati',Jazan,16.9000044,42.54958294,,,,,,,,,,,,,
2323,Al-Baha,Qilwah,Al-Baha,19.93146893,41.26471037,,,,,,,,,,,,,
2324,Tathleeth,Al-Zuhur,Asir,19.53245804,43.51925832,,,,,,,,,,,,,
2325,Tabuk,Muruj Al-Amir,Tabuk,28.43884527,36.55448677,,,,,,,,,,,,,
2326,Jubail,Al-Mirqab,Jubail,26.99640697,49.64519726,,,,,,,,,,,,,
2327,Al-Majmaah,Al-Mustaqbal,Riyadh,25.90494129,45.39372542,,,,,,,,,,,,,
2328,Al-Baha,Al-Qura,Al-Baha,20.16980934,41.38122465,,,,,,,,,,,,,
2329,Taif,Turbah,Taif,21.21416829,41.63820376,,,,,,,,,,,,,
2330,Al-Jumum,Al-Aziziyah,Makkah,21.62135104,39.70233138,,,,,,,,,,,,,
2331,Ahad Al-Masarihah,Al-Rawdah,Jazan,16.71387561,42.9463605,,,,,,,,,,,,,
2332,Sabt Al-Alayah,Al-Aziziyah,Asir,19.58118977,41.96082772,,,,,,,,,,,,,
2333,Makkah,Al-Awali,Makkah,21.35636278,39.87580491,,,,,,,,,,,,,
2334,Khulais,Faza,Jeddah,22.08825448,39.31385352,,,,,,,,,,,,,
2335,Jeddah,Al-Riyadh,Jeddah,21.84562565,39.20272225,,,,,,,,,,,,,
2336,Abha,Al-Sadd,Abha,18.21911536,42.48820727,,,,,,,,,,,,,
2337,Khamis Meshiet,Al-Qafilah,Khamis Meshiet,18.30563145,42.69739103,,,,,,,,,,,,,
2339,Al-Henakiyah,Al-Henakiyah,Madina,24.87089254,40.52926984,,,,,,,,,,,,,
2340,Najran,Alhusain,Najran,17.50400834,44.18780236,,,,,,,,,,,,,
2341,Najran,Al-Athaybah,Najran,17.54989466,44.25384851,,,,,,,,,,,,,
2342,Najran,Al-Faysalya,Najran,17.53132656,44.21033816,,,,,,,,,,,,,
2343,Al-Ahsa,Al-Busairah,Al-Hofuf,25.37388889,49.61030572,,,,,,,,,,,,,
2344,Khulais,Gharan,Jeddah,21.97208429,39.36216781,,,,,,,,,,,,,
2345,Rabigh,Al-Samad,Jeddah,22.79948181,39.03554243,,,,,,,,,,,,,
2346,Baqaa,Al-Muhair,Baqaa,27.90123863,42.39552363,,,,,,,,,,,,,
2347,Al-Qouz,Al-Qouz,Al-Qunfudhah,18.97872819,41.32008265,,,,,,,,,,,,,
2348,Taif,Al-Shuhada Al-janubiyyah,Taif,21.26445619,40.41388637,,,,,,,,,,,,,
2349,Taif,Al-Shuhada Al-janubiyyah,Taif,21.26496069,40.42128516,,,,,,,,,,,,,
2350,Makkah,Al-Haram,Makkah,21.41936748,39.82425991,,,,,,,,,,,,,
2351,Jizan,Al-Shati,Jazan,16.95829354,42.56674458,,,,,,,,,,,,,
2352,Al-Ahsa,Ladhah,Al-Hofuf,25.34731122,49.59028089,,,,,,,,,,,,,
2353,Dammam,Hajar,Dammam,26.36851032,50.12494007,,,,,,,,,,,,,
2354,Hail,Al-Muntazah Al-Sharqi,Hail,27.54850441,41.70023485,,,,,,,,,,,,,
2355,Al-Ahsa,Al-Nayfiyah,Al-Hofuf,25.32705519,49.56082136,,,,,,,,,,,,,
2356,Al-Wajh,Al-Khaldiyah,Tabuk,26.23896779,36.45746566,,,,,,,,,,,,,
2357,Farasan Island,Farasan,Jazan,16.70147398,42.11522575,,,,,,,,,,,,,
2358,Riyadh,Al-Malqa,Riyadh,24.79788432,46.59255972,,,,,,,,,,,,,
2359,Badr,Al-Ghazwa,Madina,23.77905883,38.79691315,,,,,,,,,,,,,
2360,Jeddah,King Abdul Aziz Medical City,Jeddah,21.42456093,39.36112341,,,,,,,,,,,,,
2361,Al-Qahma,Al-Aaliyah,Abha,18.00794464,41.67944369,,,,,,,,,,,,,
2362,Umluj,Abu Shajarah,Tabuk,25.03773498,37.26103419,,,,,,,,,,,,,
2363,Hafar Al Batin,Al-Baladiyah,Hafar Al Batin,28.41496235,45.9940146,,,,,,,,,,,,,
2364,Hafar Al Batin,Al Faisaliyah,Hafar Al Batin,28.39387915,45.95909805,,,,,,,,,,,,,
2365,Dammam,Al-Nakhil,Dammam,26.43689126,50.08422219,,,,,,,,,,,,,
2366,Riyadh,Ishbiliyah,Riyadh,24.80524894,46.80261073,,,,,,,,,,,,,
2367,Riyadh,Al-Rimal,Riyadh,24.84641887,46.82524939,,,,,,,,,,,,,
2368,Al-Zulfi,Al-Yarmouk,Al-Zulfi,26.30886032,44.81758256,,,,,,,,,,,,,
2369,Unayzah,Al-Fakhriyah,Al-Qassim,26.06431841,43.98117826,,,,,,,,,,,,,
2370,Al-Badayea,Al-Rimmah,Al-Qassim,25.99211012,43.72751559,,,,,,,,,,,,,
2371,Khamis Meshiet,Al-Azizyah,Khamis Meshiet,18.30771569,42.75346405,,,,,,,,,,,,,
2372,Jeddah,Al-Marwah,Jeddah,21.61041037,39.19520816,,,,,,,,,,,,,
2373,Jeddah,Al-Khomrah,Jeddah,21.32807758,39.25321663,,,,,,,,,,,,,
2374,Jeddah,Al-Fadeylah,Jeddah,21.29547243,39.26234162,,,,,,,,,,,,,
2375,Riyadh,Al-Nahdah,Riyadh,24.76773159,46.80838634,,,,,,,,,,,,,
2376,Riyadh,Ghubairah,Riyadh,24.61968587,46.73180648,,,,,,,,,,,,,
2377,Riyadh,Al-Yasmin,Riyadh,24.83755521,46.64363813,,,,,,,,,,,,,
2378,Riyadh,Al-Aziziyah,Riyadh,24.57348596,46.76918937,,,,,,,,,,,,,
2379,Riyadh,Al-Khaleej,Riyadh,24.76580382,46.78824669,,,,,,,,,,,,,
2381,Dammam,Al-Nur,Dammam,26.43689086,50.08422174,,,,,,,,,,,,,
2382,Jeddah,Al-Yaqoot,Jeddah,21.78489161,39.08977695,,,,,,,,,,,,,
2383,Samtah,Al-Kharsh housing,Jazan,16.64821106,42.94275047,,,,,,,,,,,,,
2384,Jeddah,Al-Nahdah,Jeddah,21.61598823,39.12252587,,,,,,,,,,,,,
2385,Tubarjal,Al-Woroud,Tubarjal,30.49333291,38.19963891,,,,,,,,,,,,,
2386,Arar,Al-Rabwah,Arar,30.99119604,41.04005654,,,,,,,,,,,,,
2387,Sarat Ebidah,Al-Nour,Asir,18.08561039,43.14100521,,,,,,,,,,,,,
2388,Sakaka,Al-Azizyah,Sakaka,29.94837409,40.19389232,,,,,,,,,,,,,
2389,Hafar Al Batin,Al-Baladiyah,Hafar Al Batin,28.42538965,45.97990867,,,,,,,,,,,,,
2390,Al-Hofuf,Al-Andalus,Al-Ahsa,25.3973634,49.59780542,,,,,,,,,,,,,
2391,Hafar Al Batin,Al-Masif,Hafar Al Batin,28.39989804,45.98332801,,,,,,,,,,,,,
2392,Dammam,Badr,Dammam,26.40843963,50.01500194,,,,,,,,,,,,,
2393,Najran,South Shorfa,Najran,17.50577997,44.34147214,,,,,,,,,,,,,
2394,Sakaka,Al-Sinaiyah Subdivion,Sakaka,29.96250528,40.21120214,,,,,,,,,,,,,
2395,Jeddah,Mishrifah,Jeddah,21.53778618,39.19591597,,,,,,,,,,,,,
2396,Jeddah,Al-Rehab,Jeddah,21.55775026,39.21355244,,,,,,,,,,,,,
2397,Buraydah,Al-Basateen,Buraydah,26.32784452,44.01149347,,,,,,,,,,,,,
2398,Jeddah,Al-Zahra,Jeddah,21.58762632,39.13149206,,,,,,,,,,,,,
2399,Abu Areesh,King Fahd,Jizan,16.95935166,42.81801114,,,,,,,,,,,,,
2400,Jeddah,Al-Khalidiyyah,Jeddah,21.55927195,39.13998579,,,,,,,,,,,,,
2401,Tayma,Al-Shifaa,Tayma,27.61344979,38.51732692,,,,,,,,,,,,,
2402,Riyadh,Al-Mutamarat,Riyadh,24.67239007,46.68999069,,,,,,,,,,,,,
2403,Jeddah,Al-Shera'a,Jeddah,21.77215035,39.10049626,,,,,,,,,,,,,
2404,Jeddah,Al-Zummrad,Jeddah,21.80964112,39.07561135,,,,,,,,,,,,,
2405,Tabuk,Sultanah,Tabuk,28.39558514,36.58866333,,,,,,,,,,,,,
2406,Al-Hofuf,Alfaisaliyah,Al-Ahsa,25.38759158,49.60179074,,,,,,,,,,,,,
